Ticker,Name,Price,"GICS Sector
","GICS Ind Name
","P/FCF LF
","P/B LF
","P/S LF
","P/E LF
"
MCD UN Equity,McDonald's Corp,196.98,Consumer Discretionary,"Hotels, Restaurants & Leisure",26.16386986,--,7.106375217,25.45191383
MCHP UW Equity,Microchip Technology Inc,88.31,Information Technology,Semiconductors & Semiconductor Equipment,16.85517311,4.466063023,4.725261211,59.05667114
MCK UN Equity,McKesson Corp,142.77,Health Care,Health Care Providers & Services,7.939670086,3.965441942,0.113719001,11.2115202
MCO UN Equity,Moody's Corp,250.01,Financials,Capital Markets,27.9667263,72.8085022,9.303782463,30.1685524
MDLZ UW Equity,Mondelez International Inc,56.3,Consumer Staples,Food Products,26.14184952,2.897897005,3.076662064,22.24098587
MDT UN Equity,Medtronic PLC,99.43,Health Care,Health Care Equipment & Supplies,24.0105381,3.086436987,5.147404194,26.71614075
MET UN Equity,MetLife Inc,40.08,Financials,Insurance,3.456582069,0.743632972,0.687421024,7.763860226
MGM UN Equity,MGM Resorts International,20.74,Consumer Discretionary,"Hotels, Restaurants & Leisure",16.33080673,2.166318893,1.35165596,118.6049728
MHK UN Equity,Mohawk Industries Inc,119.14,Consumer Discretionary,Household Durables,11.25000095,1.203124046,0.986548007,13.00465298
MKC UN Equity,McCormick & Co Inc/MD,152.13,Consumer Staples,Food Products,29.05946922,6.53078413,4.196743011,31.39270973
MKTX UW Equity,MarketAxess Holdings Inc,375.97,Financials,Capital Markets,89.90361786,18.67559814,27.49366379,70.20555878
MLM UN Equity,Martin Marietta Materials Inc,240.86,Materials,Construction Materials,30.52393532,3.261107922,3.689495087,28.80695152
MMC UN Equity,Marsh & McLennan Cos Inc,105.7,Financials,Insurance,29.02609062,7.19995594,3.382055044,24.19481277
MMM UN Equity,3M Co,151.52,Industrials,Industrial Conglomerates,18.94706535,10.08388233,3.167603016,18.92475891
MNST UW Equity,Monster Beverage Corp,66.755,Consumer Staples,Beverages,34.06482697,8.176663399,8.203579903,31.07673645
MO UN Equity,Altria Group Inc,42.955,Consumer Staples,Tobacco,12.28722095,14.90386677,4.712460995,11.79344177
MOS UN Equity,Mosaic Co/The,16.215,Materials,Chemicals,--,0.892325997,0.932622015,541.2029419
MPC UN Equity,Marathon Petroleum Corp,40.75,Energy,"Oil, Gas & Consumable Fuels",9.747325897,1.160511017,0.320336998,11.20050907
MRK UN Equity,Merck & Co Inc,81.14,Health Care,Pharmaceuticals,23.39715195,8.913556099,4.987109184,17.61009979
MRO UN Equity,Marathon Oil Corp,7.725,Energy,"Oil, Gas & Consumable Fuels",83.61338043,0.889465988,2.142407894,18.34250259
MS UN Equity,Morgan Stanley,42.24,Financials,Capital Markets,2.145674944,1.115774989,1.535913944,9.833153725
MSCI UN Equity,MSCI Inc,299.09,Financials,Capital Markets,32.14294815,--,14.02911377,42.01831818
MSFT UW Equity,Microsoft Corp,166.35,Information Technology,Software,29.72192955,10.9006052,8.979633331,29.25582123
MSI UN Equity,Motorola Solutions Inc,179.21,Information Technology,Communications Equipment,17.20811272,--,3.41011405,23.83330536
MTB UN Equity,M&T Bank Corp,129.64,Financials,Banks,10.36731434,1.532317042,3.28729105,12.16814709
MTD UN Equity,Mettler-Toledo International Inc,728,Health Care,Life Sciences Tools & Services,38.39888,45.48251343,6.472888947,35.06343079
MU UW Equity,Micron Technology Inc,53.62,Information Technology,Semiconductors & Semiconductor Equipment,39.1095047,1.461953044,2.585225105,13.9965086
MXIM UW Equity,Maxim Integrated Products Inc,55.53,Information Technology,Semiconductors & Semiconductor Equipment,22.69790268,9.614768028,7.662778854,19.98942375
MYL UW Equity,Mylan NV,15.865,Health Care,Pharmaceuticals,6.620825768,0.873003006,0.901291013,14.62900162
NBL UW Equity,Noble Energy Inc,14.59,Energy,"Oil, Gas & Consumable Fuels",--,1.426602006,2.656267881,--
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,28.43,Consumer Discretionary,"Hotels, Restaurants & Leisure",71.51977539,1.910212994,1.942096949,12.84421062
NDAQ UW Equity,Nasdaq Inc,113.14,Financials,Capital Markets,21.13698006,3.135593891,6.968336105,21.81976318
NEE UN Equity,NextEra Energy Inc,273.08,Utilities,Electric Utilities,--,3.200006008,6.083738804,29.59453011
NEM UN Equity,Newmont Corp,51.96,Materials,Metals & Mining,22.48602104,1.639009953,3.277128935,33.33348846
NFLX UW Equity,Netflix Inc,370.06,Communication Services,Entertainment,--,18.72615814,7.028516769,78.34624481
NI UN Equity,NiSource Inc,29.28,Utilities,Multi-Utilities,--,2.083273888,2.002310991,18.20364571
NKE UN Equity,NIKE Inc,90.19,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",43.47912598,15.58666611,3.590786934,32.68881226
NLOK UW Equity,NortonLifeLock Inc,19.11,Information Technology,Software,12.33161068,1.827777028,4.410171032,66.18681335
NLSN UN Equity,Nielsen Holdings PLC,16.55,Industrials,Professional Services,7.604863167,3.293777943,1.111325979,85.36621094
NOC UN Equity,Northrop Grumman Corp,327.96,Industrials,Aerospace & Defense,19.11553192,6.546639919,1.720664024,15.07495403
NOV UN Equity,National Oilwell Varco Inc,17.76,Energy,Energy Equipment & Services,19.91182709,1.242794991,1.127207041,--
NOW UN Equity,ServiceNow Inc,326.95,Information Technology,Software,54.11782837,25.13633156,15.22341919,88.98426056
NRG UN Equity,NRG Energy Inc,33.93,Utilities,Electric Utilities,8.627340317,5.969601154,1.055358052,1.26217401
NSC UN Equity,Norfolk Southern Corp,174.71,Industrials,Road & Rail,27.35184479,3.297358036,4.535636902,19.20604515
NTAP UW Equity,NetApp Inc,43.83,Information Technology,"Technology Hardware, Storage & Peripherals",15.0013113,47.08446884,2.521933079,16.85878563
NTRS UW Equity,Northern Trust Corp,80.06,Financials,Capital Markets,11.29553223,2.008816957,3.305335045,16.06749153
NUE UN Equity,Nucor Corp,40.23,Materials,Metals & Mining,12.89053822,1.639911056,0.760227025,12.45218658
NVDA UW Equity,NVIDIA Corp,272.99,Information Technology,Semiconductors & Semiconductor Equipment,35.75806808,12.5609436,13.98809528,54.66041946
NVR UN Equity,NVR Inc,3906.6899,Consumer Discretionary,Household Durables,16.46987724,5.90928793,1.877235055,17.21315384
NWL UW Equity,Newell Brands Inc,14.1,Consumer Discretionary,Household Durables,10.44791603,1.639971018,0.913818002,19.44456482
NWS UW Equity,News Corp,11.34,Communication Services,Media,38.11387634,0.92851001,0.850793004,27.41409874
NWSA UW Equity,News Corp,11.065,Communication Services,Media,38.11387634,0.92851001,0.850793004,27.41409874
O UN Equity,Realty Income Corp,76.85,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.513118982,15.59279442,52.22626495
ODFL UW Equity,Old Dominion Freight Line Inc,200.57,Industrials,Road & Rail,30.18809128,4.909005165,3.707434893,24.61532974
OKE UN Equity,ONEOK Inc,67.88,Energy,"Oil, Gas & Consumable Fuels",--,5.022493839,3.078663111,24.60890579
OMC UN Equity,Omnicom Group Inc,68.02,Communication Services,Media,10.02169514,6.163300037,1.190292954,13.36963654
ORCL UN Equity,Oracle Corp,47.86,Information Technology,Software,15.54375362,11.59377766,4.77614212,17.86762238
ORLY UW Equity,O'Reilly Automotive Inc,359.76,Consumer Discretionary,Specialty Retail,31.27264023,83.40623474,3.323048115,24.49748421
OXY UN Equity,Occidental Petroleum Corp,31.17,Energy,"Oil, Gas & Consumable Fuels",40.45105362,1.552602053,1.648556948,25.94735146
PAYC UN Equity,Paycom Software Inc,281.66,Information Technology,Software,115.9044189,28.9883213,20.65731621,90.35418701
PAYX UW Equity,Paychex Inc,78.71,Information Technology,IT Services,25.59627724,12.01269054,7.661448002,28.84066963
PBCT UW Equity,People's United Financial Inc,14.115,Financials,Banks,42.49562836,0.961103976,2.879753113,12.22006798
PCAR UW Equity,PACCAR Inc,65.06,Industrials,Machinery,30.83647728,2.822176933,1.071815968,11.51725769
PEAK UN Equity,Healthpeak Properties Inc,34.27,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.861927032,8.398180008,55.35784149
PEG UN Equity,Public Service Enterprise Group Inc,53.47,Utilities,Multi-Utilities,139.723938,1.972376943,2.953671932,17.62426758
PEP UW Equity,PepsiCo Inc,136.93,Consumer Staples,Beverages,35.49956512,12.93914127,2.86898303,24.6329689
